Airport,Month,Dest,Arr_sum,LateArr_sum,n.x,Origin,Dep_sum,LateDep_sum,n.y,Total flights,Arriveral ontime percentage (%),Departure ontime percentage (%),Airport/City
PIA,Mar-2008,PIA,466,137,466,PIA,462,78,462,928,71%,83%,
EUG,Apr-2008,EUG,463,59,463,EUG,463,30,463,926,87%,94%,
SBN,Jul-2008,SBN,467,101,467,SBN,459,104,459,926,78%,77%,
ABE,Oct-2008,ABE,463,50,463,ABE,461,40,461,924,89%,91%,
ASE,Jul-2008,ASE,461,81,461,ASE,462,78,462,923,82%,83%,
BIL,Aug-2008,BIL,463,53,463,BIL,460,27,460,923,89%,94%,
GJT,May-2008,GJT,462,52,462,GJT,461,54,461,923,89%,88%,
GJT,Aug-2008,GJT,463,57,463,GJT,460,47,460,923,88%,90%,
SBN,Aug-2008,SBN,462,75,462,SBN,461,62,461,923,84%,87%,
ATW,Sep-2008,ATW,461,71,461,ATW,460,47,460,921,85%,90%,
FSD,Nov-2008,FSD,459,54,459,FSD,461,44,461,920,88%,90%,
GJT,Jul-2008,GJT,462,78,462,GJT,457,79,457,919,83%,83%,
SBN,May-2008,SBN,460,58,460,SBN,458,62,458,918,87%,86%,
BIL,Jun-2008,BIL,457,79,457,BIL,458,43,458,915,83%,91%,
SBP,Oct-2008,SBP,457,63,457,SBP,458,61,458,915,86%,87%,
SWF,Apr-2008,SWF,456,79,456,SWF,458,57,458,914,83%,88%,
PIA,Oct-2008,PIA,456,41,456,PIA,456,31,456,912,91%,93%,
MFR,Feb-2008,MFR,458,103,458,MFR,453,73,453,911,78%,84%,
ASE,Aug-2008,ASE,454,87,454,ASE,455,75,455,909,81%,84%,
PIA,Jun-2008,PIA,454,124,454,PIA,455,105,455,909,73%,77%,
EVV,Jan-2008,EVV,455,137,455,EVV,452,93,452,907,70%,79%,
FWA,Dec-2008,FWA,455,170,455,FWA,452,117,452,907,63%,74%,
GJT,Dec-2008,GJT,452,123,452,GJT,453,96,453,905,73%,79%,
GRK,Jun-2008,GRK,454,128,454,GRK,451,101,451,905,72%,78%,
MAF,Nov-2008,MAF,452,74,452,MAF,452,40,452,904,84%,91%,
MOB,Oct-2008,MOB,452,49,452,MOB,450,32,450,902,89%,93%,
BFL,Jun-2008,BFL,451,84,451,BFL,450,55,450,901,81%,88%,
PIA,Jan-2008,PIA,454,169,454,PIA,447,116,447,901,63%,74%,
JAC,Jun-2008,JAC,449,133,449,JAC,450,81,450,899,70%,82%,
MFR,Jan-2008,MFR,452,147,452,MFR,446,100,446,898,67%,78%,
SBN,Sep-2008,SBN,450,76,450,SBN,446,65,446,896,83%,85%,
GRB,Dec-2008,GRB,449,204,449,GRB,446,153,446,895,55%,66%,
SBP,Sep-2008,SBP,448,73,448,SBP,446,68,446,894,84%,85%,
FSD,Dec-2008,FSD,446,175,446,FSD,447,133,447,893,61%,70%,
AVL,Jun-2008,AVL,447,131,447,AVL,445,101,445,892,71%,77%,
EVV,Nov-2008,EVV,446,64,446,EVV,445,40,445,891,86%,91%,
SBN,Jun-2008,SBN,448,136,448,SBN,439,127,439,887,70%,71%,
BFL,Apr-2008,BFL,444,53,444,BFL,442,24,442,886,88%,95%,
MYR,Apr-2008,MYR,443,114,443,MYR,441,73,441,884,74%,83%,
SWF,Jan-2008,SWF,444,114,444,SWF,439,82,439,883,74%,81%,
FSD,Mar-2008,FSD,439,114,439,FSD,443,83,443,882,74%,81%,
MOB,Dec-2008,MOB,440,144,440,MOB,440,109,440,880,67%,75%,
LFT,Jan-2008,LFT,441,94,441,LFT,438,67,438,879,79%,85%,
BZN,Jan-2008,BZN,437,155,437,BZN,441,109,441,878,65%,75%,
TLH,Oct-2008,TLH,438,88,438,TLH,438,46,438,876,80%,89%,
BZN,Mar-2008,BZN,437,92,437,BZN,438,63,438,875,79%,86%,
GJT,Oct-2008,GJT,439,28,439,GJT,436,29,436,875,94%,93%,
CRP,Jun-2008,CRP,437,110,437,CRP,437,78,437,874,75%,82%,
EUG,Sep-2008,EUG,438,50,438,EUG,435,46,435,873,89%,89%,
SRQ,Jul-2008,SRQ,438,115,438,SRQ,435,81,435,873,74%,81%,
MYR,Mar-2008,MYR,438,121,438,MYR,434,79,434,872,72%,82%,
BFL,Aug-2008,BFL,436,55,436,BFL,435,37,435,871,87%,91%,
TLH,Mar-2008,TLH,436,125,436,TLH,435,109,435,871,71%,75%,
PIA,Sep-2008,PIA,436,58,436,PIA,433,53,433,869,87%,88%,
GJT,Apr-2008,GJT,436,54,436,GJT,432,46,432,868,88%,89%,
GRK,Jul-2008,GRK,435,107,435,GRK,431,58,431,866,75%,87%,
EVV,Dec-2008,EVV,432,134,432,EVV,432,95,432,864,69%,78%,
GJT,Jun-2008,GJT,434,65,434,GJT,429,59,429,863,85%,86%,
SRQ,Aug-2008,SRQ,434,102,434,SRQ,427,94,427,861,76%,78%,
AVL,Aug-2008,AVL,431,123,431,AVL,429,77,429,860,71%,82%,
EVV,Mar-2008,EVV,433,112,433,EVV,427,84,427,860,74%,80%,
SBN,Apr-2008,SBN,431,90,431,SBN,429,78,429,860,79%,82%,
BFL,May-2008,BFL,429,79,429,BFL,430,38,430,859,82%,91%,
GRK,Aug-2008,GRK,430,112,430,GRK,428,70,428,858,74%,84%,
BZN,Jul-2008,BZN,430,79,430,BZN,427,44,427,857,82%,90%,
BZN,Aug-2008,BZN,428,39,428,BZN,424,28,424,852,91%,93%,
FWA,Feb-2008,FWA,426,172,426,FWA,424,129,424,850,60%,70%,
SRQ,Nov-2008,SRQ,425,86,425,SRQ,425,63,425,850,80%,85%,
BZN,Jun-2008,BZN,425,79,425,BZN,424,46,424,849,81%,89%,
SWF,Feb-2008,SWF,425,119,425,SWF,424,79,424,849,72%,81%,
CHA,Nov-2008,CHA,424,68,424,CHA,424,43,424,848,84%,90%,
GJT,Nov-2008,GJT,423,28,423,GJT,422,31,422,845,93%,93%,
GJT,Sep-2008,GJT,424,25,424,GJT,421,26,421,845,94%,94%,
BFL,Mar-2008,BFL,423,68,423,BFL,420,33,420,843,84%,92%,
SRQ,Jun-2008,SRQ,420,86,420,SRQ,421,68,421,841,80%,84%,
SWF,Aug-2008,SWF,420,87,420,SWF,420,54,420,840,79%,87%,
SWF,Jul-2008,SWF,420,96,420,SWF,419,63,419,839,77%,85%,
EUG,Oct-2008,EUG,419,59,419,EUG,418,43,418,837,86%,90%,
BMI,May-2008,BMI,418,68,418,BMI,415,39,415,833,84%,91%,
ABE,May-2008,ABE,415,58,415,ABE,416,43,416,831,86%,90%,
LFT,Feb-2008,LFT,416,93,416,LFT,414,73,414,830,78%,82%,
FSD,Feb-2008,FSD,418,172,418,FSD,411,111,411,829,59%,73%,
TLH,Apr-2008,TLH,414,97,414,TLH,413,70,413,827,77%,83%,
PWM,Oct-2008,PWM,413,52,413,PWM,413,46,413,826,87%,89%,
BZN,Feb-2008,BZN,412,145,412,BZN,413,95,413,825,65%,77%,
ASE,Jun-2008,ASE,413,87,413,ASE,411,74,411,824,79%,82%,
CHA,Oct-2008,CHA,412,55,412,CHA,412,41,412,824,87%,90%,
SBN,Nov-2008,SBN,413,78,413,SBN,411,85,411,824,81%,79%,
MOB,Nov-2008,MOB,413,72,413,MOB,410,40,410,823,83%,90%,
LFT,Jul-2008,LFT,413,86,413,LFT,409,59,409,822,79%,86%,
DAB,Mar-2008,DAB,413,127,413,DAB,407,109,407,820,69%,73%,
ABE,Apr-2008,ABE,409,75,409,ABE,410,35,410,819,82%,91%,
FAR,Apr-2008,FAR,409,73,409,FAR,408,50,408,817,82%,88%,
BMI,Jan-2008,BMI,409,117,409,BMI,407,95,407,816,71%,77%,
BMI,Apr-2008,BMI,409,92,409,BMI,407,59,407,816,78%,86%,
HDN,Mar-2008,HDN,408,99,408,HDN,408,83,408,816,76%,80%,
ATW,Nov-2008,ATW,405,57,405,ATW,407,51,407,812,86%,87%,
EUG,Dec-2008,EUG,407,135,407,EUG,405,95,405,812,67%,77%,
LFT,May-2008,LFT,406,73,406,LFT,405,58,405,811,82%,86%,
SWF,Jun-2008,SWF,405,93,405,SWF,405,58,405,810,77%,86%,
AVL,Oct-2008,AVL,405,70,405,AVL,404,65,404,809,83%,84%,
BMI,Mar-2008,BMI,402,129,402,BMI,403,78,403,805,68%,81%,
EVV,Feb-2008,EVV,403,141,403,EVV,402,105,402,805,65%,74%,
FAI,May-2008,FAI,404,93,404,FAI,401,57,401,805,77%,86%,
HDN,Jan-2008,HDN,405,118,405,HDN,400,104,400,805,71%,74%,
MYR,Oct-2008,MYR,405,69,405,MYR,400,47,400,805,83%,88%,
SWF,May-2008,SWF,401,67,401,SWF,400,48,400,801,83%,88%,
ATW,Dec-2008,ATW,399,176,399,ATW,397,121,397,796,56%,70%,
LFT,Mar-2008,LFT,400,116,400,LFT,396,73,396,796,71%,82%,
PWM,Nov-2008,PWM,398,58,398,PWM,396,60,396,794,85%,85%,
RAP,Aug-2008,RAP,398,54,398,RAP,396,43,396,794,86%,89%,
AZO,Jul-2008,AZO,398,63,398,AZO,395,50,395,793,84%,87%,
LFT,Aug-2008,LFT,396,90,396,LFT,396,63,396,792,77%,84%,
BMI,Oct-2008,BMI,396,65,396,BMI,395,42,395,791,84%,89%,
ABE,Nov-2008,ABE,396,69,396,ABE,393,48,393,789,83%,88%,
MFR,Oct-2008,MFR,395,57,395,MFR,393,33,393,788,86%,92%,
BMI,Jun-2008,BMI,395,126,395,BMI,392,76,392,787,68%,81%,
MFR,Sep-2008,MFR,393,40,393,MFR,394,30,394,787,90%,92%,
AZO,Apr-2008,AZO,396,79,396,AZO,390,56,390,786,80%,86%,
AZO,May-2008,AZO,393,49,393,AZO,393,44,393,786,88%,89%,
BMI,Jul-2008,BMI,394,127,394,BMI,392,84,392,786,68%,79%,
SRQ,Oct-2008,SRQ,393,74,393,SRQ,393,43,393,786,81%,89%,
LFT,Oct-2008,LFT,392,55,392,LFT,393,33,393,785,86%,92%,
CHA,Sep-2008,CHA,391,38,391,CHA,393,28,393,784,90%,93%,
FAI,Jan-2008,FAI,393,84,393,FAI,391,56,391,784,79%,86%,
HRL,Jan-2008,HRL,387,76,387,HRL,393,67,393,780,80%,83%,
PFN,May-2008,PFN,389,54,389,PFN,390,31,390,779,86%,92%,
FAR,Mar-2008,FAR,388,92,388,FAR,389,66,389,777,76%,83%,
GJT,Mar-2008,GJT,386,47,386,GJT,389,49,389,775,88%,87%,
LFT,Jun-2008,LFT,388,110,388,LFT,387,71,387,775,72%,82%,
ABE,Jan-2008,ABE,391,118,391,ABE,383,69,383,774,70%,82%,
AVL,Nov-2008,AVL,387,66,387,AVL,387,61,387,774,83%,84%,
PIA,Nov-2008,PIA,386,47,386,PIA,387,31,387,773,88%,92%,
RAP,Sep-2008,RAP,388,35,388,RAP,385,22,385,773,91%,94%,
CHA,Dec-2008,CHA,388,129,388,CHA,384,82,384,772,67%,79%,
CHA,Jul-2008,CHA,385,104,385,CHA,386,64,386,771,73%,83%,
HRL,Oct-2008,HRL,387,42,387,HRL,384,34,384,771,89%,91%,
FAR,Jan-2008,FAR,386,99,386,FAR,384,91,384,770,74%,76%,
ABE,Mar-2008,ABE,384,98,384,ABE,385,60,385,769,74%,84%,
PIA,Feb-2008,PIA,388,156,388,PIA,381,110,381,769,60%,71%,
BFL,Jan-2008,BFL,384,106,384,BFL,384,71,384,768,72%,82%,
CHA,Jun-2008,CHA,387,103,387,CHA,381,64,381,768,73%,83%,
ABE,Jun-2008,ABE,384,123,384,ABE,383,86,383,767,68%,78%,
MYR,Nov-2008,MYR,382,73,382,MYR,385,43,385,767,81%,89%,
BMI,Aug-2008,BMI,384,70,384,BMI,382,53,382,766,82%,86%,
CRP,May-2008,CRP,383,87,383,CRP,383,58,383,766,77%,85%,
RAP,Jul-2008,RAP,384,65,384,RAP,382,40,382,766,83%,90%,
ABE,Dec-2008,ABE,385,113,385,ABE,380,81,380,765,71%,79%,
EUG,Nov-2008,EUG,381,64,381,EUG,384,63,384,765,83%,84%,
AVL,Sep-2008,AVL,380,51,380,AVL,383,49,383,763,87%,87%,
HDN,Feb-2008,HDN,382,118,382,HDN,381,89,381,763,69%,77%,
CRP,Sep-2008,CRP,381,24,381,CRP,380,12,380,761,94%,97%,
MYR,Sep-2008,MYR,380,65,380,MYR,380,35,380,760,83%,91%,
LFT,Apr-2008,LFT,379,80,379,LFT,380,48,380,759,79%,87%,
PWM,Dec-2008,PWM,377,106,377,PWM,380,86,380,757,72%,77%,
LFT,Dec-2008,LFT,378,109,378,LFT,378,89,378,756,71%,76%,
SBN,Jan-2008,SBN,380,132,380,SBN,375,133,375,755,65%,65%,
FAI,Mar-2008,FAI,378,56,378,FAI,376,35,376,754,85%,91%,
YUM,May-2008,YUM,378,26,378,YUM,376,24,376,754,93%,94%,
ABE,Aug-2008,ABE,375,63,375,ABE,378,40,378,753,83%,89%,
CRW,Oct-2008,CRW,377,42,377,CRW,376,35,376,753,89%,91%,
SBN,Dec-2008,SBN,379,141,379,SBN,374,140,374,753,63%,63%,
FAR,May-2008,FAR,376,71,376,FAR,375,37,375,751,81%,90%,
CRP,Apr-2008,CRP,375,74,375,CRP,375,45,375,750,80%,88%,
TLH,Nov-2008,TLH,375,74,375,TLH,374,68,374,749,80%,82%,
AZO,Jun-2008,AZO,376,115,376,AZO,372,84,372,748,69%,77%,
RAP,Oct-2008,RAP,373,34,373,RAP,374,19,374,747,91%,95%,
YUM,Jan-2008,YUM,375,74,375,YUM,372,56,372,747,80%,85%,
BZN,May-2008,BZN,373,58,373,BZN,372,33,372,745,84%,91%,
FAR,Jul-2008,FAR,372,79,372,FAR,373,53,373,745,79%,86%,
BZN,Dec-2008,BZN,373,145,373,BZN,371,97,371,744,61%,74%,
ROA,Nov-2008,ROA,370,64,370,ROA,373,54,373,743,83%,86%,
ATW,Jan-2008,ATW,374,113,374,ATW,367,98,367,741,70%,73%,
CHA,Aug-2008,CHA,371,71,371,CHA,369,50,369,740,81%,86%,
TLH,Dec-2008,TLH,370,109,370,TLH,368,75,368,738,71%,80%,
BMI,Sep-2008,BMI,371,78,371,BMI,366,56,366,737,79%,85%,
GRK,May-2008,GRK,369,78,369,GRK,368,54,368,737,79%,85%,
HRL,Apr-2008,HRL,369,74,369,HRL,368,76,368,737,80%,79%,
ABE,Jul-2008,ABE,368,105,368,ABE,368,51,368,736,71%,86%,
LFT,Nov-2008,LFT,368,50,368,LFT,368,40,368,736,86%,89%,
JNU,May-2008,JNU,368,74,368,JNU,367,63,367,735,80%,83%,
GRK,Apr-2008,GRK,367,81,367,GRK,367,60,367,734,78%,84%,
MFR,Dec-2008,MFR,368,140,368,MFR,366,108,366,734,62%,70%,
RAP,May-2008,RAP,368,59,368,RAP,365,33,365,733,84%,91%,
PIA,Dec-2008,PIA,367,132,367,PIA,364,87,364,731,64%,76%,
YUM,Apr-2008,YUM,367,39,367,YUM,364,27,364,731,89%,93%,
BFL,Feb-2008,BFL,365,80,365,BFL,365,50,365,730,78%,86%,
FAI,Sep-2008,FAI,364,56,364,FAI,366,46,366,730,85%,87%,
HRL,Jun-2008,HRL,367,87,367,HRL,363,83,363,730,76%,77%,
FAI,Feb-2008,FAI,365,62,365,FAI,364,42,364,729,83%,88%,
FAI,Apr-2008,FAI,365,73,365,FAI,364,49,364,729,80%,87%,
FAR,Jun-2008,FAR,365,90,365,FAR,364,73,364,729,75%,80%,
RAP,Jun-2008,RAP,365,58,365,RAP,363,40,363,728,84%,89%,
FAR,Feb-2008,FAR,364,120,364,FAR,363,96,363,727,67%,74%,
SBN,Mar-2008,SBN,366,96,366,SBN,361,90,361,727,74%,75%,
BZN,Apr-2008,BZN,361,43,361,BZN,364,36,364,725,88%,90%,
HRL,May-2008,HRL,364,104,364,HRL,361,88,361,725,71%,76%,
PFN,Jul-2008,PFN,362,95,362,PFN,362,76,362,724,74%,79%,
YUM,Mar-2008,YUM,362,44,362,YUM,362,43,362,724,88%,88%,
HRL,Aug-2008,HRL,365,82,365,HRL,358,64,358,723,78%,82%,
ASE,Dec-2008,ASE,360,148,360,ASE,360,127,360,720,59%,65%,
MSO,Jul-2008,MSO,360,48,360,MSO,360,30,360,720,87%,92%,
BIL,Apr-2008,BIL,359,36,359,BIL,360,15,360,719,90%,96%,
DAB,Apr-2008,DAB,361,77,361,DAB,358,74,358,719,79%,79%,
AVL,May-2008,AVL,359,52,359,AVL,357,41,357,716,86%,89%,
GJT,Jan-2008,GJT,356,76,356,GJT,358,61,358,714,79%,83%,
MFE,Aug-2008,MFE,357,69,357,MFE,355,40,355,712,81%,89%,
PFN,Jun-2008,PFN,356,70,356,PFN,356,54,356,712,80%,85%,
MFR,Nov-2008,MFR,352,69,352,MFR,359,54,359,711,80%,85%,
BIL,Jan-2008,BIL,356,88,356,BIL,354,49,354,710,75%,86%,
CHA,Jan-2008,CHA,357,94,357,CHA,353,50,353,710,74%,86%,
LAN,Apr-2008,LAN,356,75,356,LAN,354,48,354,710,79%,86%,
STT,Mar-2008,STT,366,111,366,STT,344,88,344,710,70%,74%,
LAN,May-2008,LAN,356,55,356,LAN,352,36,352,708,85%,90%,
BIL,May-2008,BIL,354,47,354,BIL,353,25,353,707,87%,93%,
RST,Mar-2008,RST,353,79,353,RST,353,69,353,706,78%,80%,
CRP,Jan-2008,CRP,350,75,350,CRP,354,55,354,704,79%,84%,
JNU,Sep-2008,JNU,352,64,352,JNU,350,76,350,702,82%,78%,
FCA,Jul-2008,FCA,352,61,352,FCA,349,32,349,701,83%,91%,
AVL,Dec-2008,AVL,350,101,350,AVL,350,75,350,700,71%,79%,
ACV,Aug-2008,ACV,349,75,349,ACV,348,89,348,697,79%,74%,
BMI,Feb-2008,BMI,348,133,348,BMI,348,107,348,696,62%,69%,
GJT,Feb-2008,GJT,350,57,350,GJT,346,54,346,696,84%,84%,
ABE,Sep-2008,ABE,348,62,348,ABE,347,50,347,695,82%,86%,
DRO,Jul-2008,DRO,348,52,348,DRO,347,42,347,695,85%,88%,
FAR,Nov-2008,FAR,346,38,346,FAR,347,28,347,693,89%,92%,
MYR,Jan-2008,MYR,346,57,346,MYR,343,44,343,689,84%,87%,
DRO,Jun-2008,DRO,345,33,345,DRO,343,30,343,688,90%,91%,
FAR,Aug-2008,FAR,347,42,347,FAR,341,39,341,688,88%,89%,
HRL,Mar-2008,HRL,346,125,346,HRL,342,108,342,688,64%,68%,
ILM,Oct-2008,ILM,342,45,342,ILM,344,38,344,686,87%,89%,
MFE,Mar-2008,MFE,343,72,343,MFE,343,59,343,686,79%,83%,
YUM,Feb-2008,YUM,344,59,344,YUM,342,51,342,686,83%,85%,
BIL,Sep-2008,BIL,343,27,343,BIL,342,15,342,685,92%,96%,
LFT,Sep-2008,LFT,345,35,345,LFT,340,20,340,685,90%,94%,
TVC,Oct-2008,TVC,344,31,344,TVC,341,26,341,685,91%,92%,
BIL,Oct-2008,BIL,342,25,342,BIL,342,17,342,684,93%,95%,
HRL,Feb-2008,HRL,342,106,342,HRL,342,92,342,684,69%,73%,
MFE,Jul-2008,MFE,346,64,346,MFE,338,27,338,684,82%,92%,
MSO,Aug-2008,MSO,342,31,342,MSO,342,13,342,684,91%,96%,
ATW,Feb-2008,ATW,340,139,340,ATW,343,124,343,683,59%,64%,
FAI,Oct-2008,FAI,343,48,343,FAI,340,36,340,683,86%,89%,
FAR,Oct-2008,FAR,343,33,343,FAR,340,26,340,683,90%,92%,
FCA,Aug-2008,FCA,341,37,341,FCA,342,22,342,683,89%,94%,
MFE,Jan-2008,MFE,339,79,339,MFE,344,48,344,683,77%,86%,
GRK,Jan-2008,GRK,342,80,342,GRK,340,62,340,682,77%,82%,
YUM,Jun-2008,YUM,343,46,343,YUM,339,41,339,682,87%,88%,
MSO,Jun-2008,MSO,342,65,342,MSO,339,31,339,681,81%,91%,
MFE,Dec-2008,MFE,339,82,339,MFE,340,48,340,679,76%,86%,
MYR,Feb-2008,MYR,340,82,340,MYR,339,56,339,679,76%,83%,
ABE,Feb-2008,ABE,340,114,340,ABE,338,63,338,678,66%,81%,
MFE,Apr-2008,MFE,338,73,338,MFE,337,34,337,675,78%,90%,
CRP,Mar-2008,CRP,337,107,337,CRP,337,75,337,674,68%,78%,
JAC,Sep-2008,JAC,336,43,336,JAC,338,23,338,674,87%,93%,
LNK,May-2008,LNK,337,57,337,LNK,337,54,337,674,83%,84%,
BIL,Mar-2008,BIL,338,61,338,BIL,335,27,335,673,82%,92%,
MFE,Oct-2008,MFE,338,37,338,MFE,335,18,335,673,89%,95%,
PFN,Aug-2008,PFN,339,77,339,PFN,334,53,334,673,77%,84%,
BIL,Dec-2008,BIL,335,100,335,BIL,337,71,337,672,70%,79%,
LAN,Mar-2008,LAN,336,96,336,LAN,336,62,336,672,71%,82%,
HRL,Dec-2008,HRL,338,91,338,HRL,333,76,333,671,73%,77%,
RAP,Apr-2008,RAP,337,39,337,RAP,334,26,334,671,88%,92%,
LAN,Jan-2008,LAN,339,114,339,LAN,331,81,331,670,66%,76%,
SBP,Dec-2008,SBP,335,79,335,SBP,335,73,335,670,76%,78%,
CHA,Apr-2008,CHA,334,79,334,CHA,335,43,335,669,76%,87%,
SRQ,Sep-2008,SRQ,334,38,334,SRQ,335,25,335,669,89%,93%,
ACV,Jul-2008,ACV,335,77,335,ACV,333,90,333,668,77%,73%,
CHA,May-2008,CHA,334,63,334,CHA,334,33,334,668,81%,90%,
BMI,Nov-2008,BMI,332,80,332,BMI,335,59,335,667,76%,82%,
TVC,Sep-2008,TVC,333,66,333,TVC,333,61,333,666,80%,82%,
DRO,Aug-2008,DRO,331,42,331,DRO,332,29,332,663,87%,91%,
MFE,May-2008,MFE,330,74,330,MFE,331,41,331,661,78%,88%,
MGM,Aug-2008,MGM,332,74,332,MGM,329,66,329,661,78%,80%,
BZN,Oct-2008,BZN,330,24,330,BZN,329,10,329,659,93%,97%,
DAB,Feb-2008,DAB,331,84,331,DAB,328,67,328,659,75%,80%,
BIL,Feb-2008,BIL,330,80,330,BIL,328,39,328,658,76%,88%,
FAR,Sep-2008,FAR,330,36,330,FAR,328,31,328,658,89%,91%,
JNU,Oct-2008,JNU,331,67,331,JNU,327,70,327,658,80%,79%,
LAN,Aug-2008,LAN,329,51,329,LAN,329,46,329,658,84%,86%,
PFN,Mar-2008,PFN,330,106,330,PFN,327,84,327,657,68%,74%,
RAP,Jan-2008,RAP,329,55,329,RAP,328,36,328,657,83%,89%,
CHA,Feb-2008,CHA,330,112,330,CHA,326,55,326,656,66%,83%,
ACV,Jun-2008,ACV,327,104,327,ACV,327,94,327,654,68%,71%,
HRL,Jul-2008,HRL,326,50,326,HRL,328,47,328,654,85%,86%,
MGM,Oct-2008,MGM,327,47,327,MGM,327,34,327,654,86%,90%,
MGM,May-2008,MGM,328,50,328,MGM,326,29,326,654,85%,91%,
ROA,Dec-2008,ROA,327,101,327,ROA,327,74,327,654,69%,77%,
LAN,Jul-2008,LAN,327,61,327,LAN,326,51,326,653,81%,84%,
CHA,Mar-2008,CHA,324,91,324,CHA,328,59,328,652,72%,82%,
JAC,Mar-2008,JAC,328,97,328,JAC,324,56,324,652,70%,83%,
MFE,Feb-2008,MFE,326,72,326,MFE,326,40,326,652,78%,88%,
ROA,Oct-2008,ROA,326,44,326,ROA,326,47,326,652,87%,86%,
PFN,Apr-2008,PFN,325,86,325,PFN,326,54,326,651,74%,83%,
STT,Apr-2008,STT,326,93,326,STT,325,66,325,651,71%,80%,
MFE,Jun-2008,MFE,326,82,326,MFE,323,50,323,649,75%,85%,
CRP,Feb-2008,CRP,325,96,325,CRP,323,77,323,648,70%,76%,
GRK,Feb-2008,GRK,324,99,324,GRK,324,62,324,648,69%,81%,
MYR,Dec-2008,MYR,323,87,323,MYR,325,53,325,648,73%,84%,
BMI,Dec-2008,BMI,323,126,323,BMI,324,97,324,647,61%,70%,
DRO,Mar-2008,DRO,323,39,323,DRO,324,23,324,647,88%,93%,
YUM,Jul-2008,YUM,324,49,324,YUM,322,45,322,646,85%,86%,
MGM,Jun-2008,MGM,322,61,322,MGM,323,52,323,645,81%,84%,
DRO,May-2008,DRO,322,30,322,DRO,322,28,322,644,91%,91%,
MGM,Jul-2008,MGM,323,68,323,MGM,321,59,321,644,79%,82%,
CRW,Nov-2008,CRW,323,46,323,CRW,320,39,320,643,86%,88%,
GRK,Mar-2008,GRK,321,108,321,GRK,322,84,322,643,66%,74%,
HRL,Sep-2008,HRL,322,25,322,HRL,318,21,318,640,92%,93%,
ILM,Sep-2008,ILM,321,63,321,ILM,319,44,319,640,80%,86%,
MGM,Mar-2008,MGM,321,73,321,MGM,319,56,319,640,77%,82%,
AZO,Mar-2008,AZO,317,63,317,AZO,320,52,320,637,80%,84%,
MGM,Apr-2008,MGM,319,52,319,MGM,317,36,317,636,84%,89%,
YUM,Aug-2008,YUM,318,39,318,YUM,317,25,317,635,88%,92%,
FAR,Dec-2008,FAR,317,122,317,FAR,313,88,313,630,62%,72%,
MGM,Jan-2008,MGM,314,54,314,MGM,313,48,313,627,83%,85%,
BIL,Nov-2008,BIL,313,22,313,BIL,313,12,313,626,93%,96%,
HRL,Nov-2008,HRL,311,32,311,HRL,315,27,315,626,90%,91%,
MFE,Nov-2008,MFE,313,35,313,MFE,313,14,313,626,89%,96%,
ROA,Sep-2008,ROA,312,49,312,ROA,314,50,314,626,84%,84%,
ILM,Jun-2008,ILM,311,70,311,ILM,311,61,311,622,77%,80%,
SBP,Nov-2008,SBP,310,45,310,SBP,312,50,312,622,85%,84%,
SUN,Aug-2008,SUN,311,25,311,SUN,310,12,310,621,92%,96%,
RAP,Mar-2008,RAP,310,53,310,RAP,310,31,310,620,83%,90%,
RST,Feb-2008,RST,312,149,312,RST,308,114,308,620,52%,63%,
MGM,Dec-2008,MGM,309,79,309,MGM,310,60,310,619,74%,81%,
SGU,Mar-2008,SGU,310,42,310,SGU,309,29,309,619,86%,91%,
AVL,Apr-2008,AVL,310,65,310,AVL,308,36,308,618,79%,88%,
JNU,Mar-2008,JNU,309,57,309,JNU,309,69,309,618,82%,78%,
MGM,Nov-2008,MGM,309,61,309,MGM,308,44,308,617,80%,86%,
SGU,May-2008,SGU,309,27,309,SGU,308,20,308,617,91%,94%,
DRO,Apr-2008,DRO,308,21,308,DRO,308,16,308,616,93%,95%,
ILM,Jul-2008,ILM,309,108,309,ILM,307,82,307,616,65%,73%,
PFN,Oct-2008,PFN,307,55,307,PFN,309,42,309,616,82%,86%,
STT,Jan-2008,STT,309,80,309,STT,306,55,306,615,74%,82%,
FAI,Dec-2008,FAI,307,125,307,FAI,307,101,307,614,59%,67%,
MFE,Sep-2008,MFE,307,33,307,MFE,307,18,307,614,89%,94%,
AZO,Aug-2008,AZO,306,35,306,AZO,307,22,307,613,89%,93%,
RST,Jan-2008,RST,307,108,307,RST,305,89,305,612,65%,71%,
RST,Apr-2008,RST,307,54,307,RST,305,46,305,612,82%,85%,
SBN,Feb-2008,SBN,308,101,308,SBN,303,111,303,611,67%,63%,
STT,Feb-2008,STT,307,91,307,STT,304,70,304,611,70%,77%,
ACV,Oct-2008,ACV,304,66,304,ACV,306,65,306,610,78%,79%,
BZN,Nov-2008,BZN,305,35,305,BZN,305,10,305,610,89%,97%,
LAN,Jun-2008,LAN,305,94,305,LAN,305,68,305,610,69%,78%,
RAP,Feb-2008,RAP,305,70,305,RAP,305,39,305,610,77%,87%,
SGU,Jan-2008,SGU,306,61,306,SGU,303,36,303,609,80%,88%,
SUN,Jul-2008,SUN,304,22,304,SUN,305,12,305,609,93%,96%,
RDM,Mar-2008,RDM,303,37,303,RDM,304,30,304,607,88%,90%,
RDM,Aug-2008,RDM,303,30,303,RDM,303,30,303,606,90%,90%,
JNU,Apr-2008,JNU,303,49,303,JNU,302,38,302,605,84%,87%,
